cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
2.0,1,29,A,152,37,3.684204184340926e-06,3.684204184340926e-06,20000
2.0,1,47,A,152,37,5.596979151616896e-06,5.596979151616896e-06,20000
2.0,1,71,A,152,37,3.4482995623071058e-06,3.4482995623071058e-06,20000
2.0,1,101,A,152,37,6.402800418458662e-06,6.402800418458662e-06,20000
2.0,1,11,B,152,37,3.637832029337222e-06,3.637832029337222e-06,20000
2.0,1,29,B,152,37,5.069250791928875e-06,5.069250791928875e-06,20000
2.0,1,47,B,152,37,5.123468113110427e-06,5.123468113110427e-06,20000
2.0,1,71,B,152,37,3.6872131300960044e-06,3.6872131300960044e-06,20000
2.0,1,101,B,152,37,5.205098446295863e-06,5.205098446295863e-06,20000
2.0,2,11,A,152,37,4.13546668961336e-06,4.13546668961336e-06,20000
2.0,2,29,A,152,37,3.6683977750420996e-06,3.6683977750420996e-06,20000
2.0,2,47,A,152,37,5.45458787956455e-06,5.45458787956455e-06,20000
2.0,2,71,A,152,37,3.3465882699535244e-06,3.3465882699535244e-06,20000
2.0,2,101,A,152,37,6.277768461548767e-06,6.277768461548767e-06,20000
2.0,2,11,B,152,37,3.6245251739587603e-06,3.6245251739587603e-06,20000
2.0,2,29,B,152,37,5.13227328495262e-06,5.13227328495262e-06,20000
2.0,2,47,B,152,37,5.259323302475672e-06,5.259323302475672e-06,20000
2.0,2,71,B,152,37,3.7025455150105567e-06,3.7025455150105567e-06,20000
2.0,2,101,B,152,37,5.225439815875052e-06,5.225439815875052e-06,20000
2.0,3,11,A,151,38,4.714081446519536e-06,4.714081446519536e-06,20000
2.0,3,29,A,151,38,4.054212047281737e-06,4.054212047281737e-06,20000
2.0,3,47,A,151,38,6.162812944757524e-06,6.162812944757524e-06,20000
2.0,3,71,A,151,38,3.5179338539323106e-06,3.5179338539323106e-06,20000
2.0,3,101,A,151,38,6.674093785030253e-06,6.674093785030253e-06,20000
2.0,3,11,B,151,38,3.577413118053526e-06,3.577413118053526e-06,20000
2.0,3,29,B,151,38,5.124699442583762e-06,5.124699442583762e-06,20000
2.0,3,47,B,151,38,5.299408585973036e-06,5.299408585973036e-06,20000
2.0,3,71,B,151,38,3.7253392787004608e-06,3.7253392787004608e-06,20000
2.0,3,101,B,151,38,5.28031755928668e-06,5.28031755928668e-06,20000
2.0,4,11,A,151,38,4.101888569345272e-06,4.101888569345272e-06,20000
2.0,4,29,A,151,38,3.384009631592312e-06,3.384009631592312e-06,20000
2.0,4,47,A,151,38,5.604192051767769e-06,5.604192051767769e-06,20000
2.0,4,71,A,151,38,3.087789436313253e-06,3.087789436313253e-06,20000
