cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
0.7,1,11,B,220,55,3.3463555766218523e-06,3.3463555766218523e-06,20000
0.7,1,29,B,220,55,1.2988572479558803e-06,1.2988572479558803e-06,20000
0.7,1,47,B,220,55,2.9997354888865447e-06,2.9997354888865447e-06,20000
0.7,1,71,B,220,55,2.799088357061617e-06,2.799088357061617e-06,20000
0.7,1,101,B,220,55,2.874662828731771e-06,2.874662828731771e-06,20000
0.7,2,11,A,220,55,0.001397506228693594,0.001397506228693594,20000
0.7,2,29,A,220,55,0.0012772662617998802,0.0012772662617998802,20000
0.7,2,47,A,220,55,0.0015130717849943457,0.0015130717849943457,20000
0.7,2,71,A,220,55,0.00088597877030344,0.00088597877030344,20000
0.7,2,101,A,220,55,0.0014109970097689712,0.0014109970097689712,20000
0.7,2,11,B,220,55,3.2309976429117753e-06,3.2309976429117753e-06,20000
0.7,2,29,B,220,55,1.2944811797657102e-06,1.2944811797657102e-06,20000
0.7,2,47,B,220,55,2.9684865174157227e-06,2.9684865174157227e-06,20000
0.7,2,71,B,220,55,2.7324717066593446e-06,2.7324717066593446e-06,20000
0.7,2,101,B,220,55,2.8529921967102715e-06,2.8529921967102715e-06,20000
0.7,3,11,A,220,55,0.0013310004041308591,0.0013310004041308591,20000
0.7,3,29,A,220,55,0.0012129658496859964,0.0012129658496859964,20000
0.7,3,47,A,220,55,0.0014358795790381637,0.0014358795790381637,20000
0.7,3,71,A,220,55,0.0008647789018002474,0.0008647789018002474,20000
0.7,3,101,A,220,55,0.0013470038411055457,0.0013470038411055457,20000
0.7,3,11,B,220,55,3.2635838720645066e-06,3.2635838720645066e-06,20000
0.7,3,29,B,220,55,1.2991586357261713e-06,1.2991586357261713e-06,20000
0.7,3,47,B,220,55,2.977241107634494e-06,2.977241107634494e-06,20000
0.7,3,71,B,220,55,2.7664845292067766e-06,2.7664845292067766e-06,20000
0.7,3,101,B,220,55,2.843620258056297e-06,2.843620258056297e-06,20000
0.7,4,11,A,220,55,0.0014275910338503116,0.0014275910338503116,20000
